id,sentiment
"12311_10",0.9530981335471491
"8348_2",0.09448341262053543
"5828_4",0.6394108779057283
"7186_2",0.6350759633694074
"12128_7",0.8699027705804995
"2913_8",0.6645381127643323
"4396_1",0.10646344318221417
"395_2",0.3041396897054174
"10616_1",0.017171817358597387
"9074_9",0.5475021080715559
"9252_3",0.16233530429940268
"9896_9",0.6772165276279458
"574_4",0.5573972902664603
"11182_8",0.6202550338262441
"11656_4",0.43340783955125695
"2322_4",0.594009673238383
"8703_1",0.25752246122950595
"7483_1",0.13838111718698237
"6007_10",0.8167941190992517
"12424_4",0.08721130124756876
"4672_1",0.02315213788655847
"10841_3",0.09781116439460516
"8954_7",0.39994957211324333
"7392_1",0.14829393377751424
"10288_8",0.7893168911585396
"5343_4",0.0854223237560719
"4950_1",0.020907617684563673
"9257_4",0.5882329973277532
"8689_3",0.1967630298785053
"4480_2",0.3432712844889988
"9286_10",0.8854859586498244
"12245_10",0.9690315455622605
"7529_7",0.776827743221708
"4_4",0.27504338591655353
"5299_2",0.056869268738120655
"12077_8",0.6625282952039925
"10701_2",0.07537056040099731
"11579_1",0.07350202814328317
"10993_1",0.10294122239628528
"8913_1",0.1304072298901203
"1350_3",0.2896782618075886
"3804_2",0.1122280380553532
"5025_3",0.3278065732345917
"5170_8",0.37909000660325387
"8225_8",0.8952131891064155
"6427_7",0.7881068474501369
"3165_3",0.48885899941803135
"7902_9",0.9521277725551454
"8208_3",0.03189898937690474
"3577_8",0.8331870121821696
"4865_1",0.14514051354358665
"9063_3",0.2741824691590369
"1106_1",0.38514450950667783
"1117_9",0.9288900531845422
"1050_4",0.4197434067657939
"10755_9",0.5948323016738735
"2729_8",0.7740981914021575
"10072_10",0.8911180076635283
"2904_7",0.866480271465108
"4584_2",0.562443505908444
"189_4",0.5647088301206641
"6302_4",0.2964102780160596
"8138_9",0.7245876279002417
"1262_1",0.22149554077435055
"2199_10",0.8672803904983254
"6551_7",0.7717155418234894
"8082_7",0.40526445115766424
"4897_8",0.9151302310799959
"7360_1",0.09682170750617586
"11012_10",0.8318389507163331
"12046_1",0.4653497318537624
"2331_2",0.3947980308134179
"8961_9",0.8571932027852766
"751_7",0.5211778993388484
"9884_10",0.7863274814398313
"10016_8",0.8378108796777923
"8023_10",0.803671308330021
"2628_1",0.062047782844841616
"5832_1",0.05599792472435544
"7302_1",0.10030736508663979
"4501_3",0.3718908358734847
"1121_7",0.5541985277791847
"8334_3",0.4462929878794289
"9789_10",0.4604251677573255
"4230_10",0.8197154681627641
"824_4",0.24482780594219128
"6803_9",0.7845890534629796
"3086_7",0.8119998177731925
"1135_8",0.8838241642160954
"10136_1",0.04412989351832296
"11129_3",0.05887047680213607
"2072_8",0.6439438253372912
"9501_7",0.8787177771103146
"319_10",0.8194732522867739
"1693_7",0.8906307783480713
"10886_1",0.023484963985837274
"9406_8",0.6968187691928607
"10376_10",0.36690817707683704
"9902_1",0.13532336410392312
"9938_8",0.38929050172693097
"7080_9",0.7108298872662965
"11944_8",0.6416806334032411
"5249_1",0.06455891198183539
"9599_2",0.2636265824466218
"9620_1",0.23886620590925076
"11244_1",0.10813848919085492
"6841_10",0.9138421496538497
"10050_4",0.6994201463737185
"10512_9",0.860088663259199
"11327_3",0.059101519538663355
"10681_8",0.81999850382382
"808_3",0.4201935005865857
"546_7",0.9442964847819979
"10765_1",0.02072150744123696
"7189_9",0.5683031153316966
"6005_9",0.8071426907043292
"11915_9",0.7514033014415571
"5740_10",0.7537174626651802
"7097_10",0.3775860452566861
"9573_10",0.6185528657594987
"5084_4",0.4831126559490567
"12332_7",0.5581460713196195
"8154_1",0.09690561277270701
"5610_1",0.2403741042980811
"5323_9",0.7377679101870744
"11034_8",0.7330592608387985
"3977_2",0.27323251181256897
"12380_7",0.27926871514986606
"1737_8",0.5591088253593347
"6030_9",0.7202442472804959
"5918_7",0.8695227815051761
"7061_9",0.6636343194987117
"266_8",0.8872762760306429
"1375_10",0.8682801808547719
"8648_3",0.0486649238615358
"10146_10",0.9111449684618097
"4578_10",0.7940341352710457
"4685_8",0.8159679961205686
"11843_9",0.7139081042540165
"5467_10",0.9291938448580062
"10140_10",0.8044068072908284
"7721_8",0.8975088743338562
"11208_10",0.33068075452095125
"1063_10",0.8095494966461958
"8260_10",0.5833818561011489
"3182_9",0.844745964111162
"2797_8",0.813440712218971
"7613_2",0.8425939301815756
"11624_4",0.17051577448982833
"4847_10",0.9261408481513809
"10684_7",0.559078394858169
"6312_1",0.43846113663446695
"4925_3",0.09567597922856023
"4125_1",0.03377311184422138
"2394_10",0.975336999065799
"12105_10",0.7862717339515779
"7812_1",0.042020496159993224
"1061_8",0.8183181945125209
"9343_3",0.5392746892118282
"7696_10",0.9479506762402209
"9355_10",0.970711057902247
"782_9",0.9403275246989186
"9882_10",0.9744772128765546
"10642_10",0.762156519149691
"7410_2",0.10904516638886588
"9591_4",0.11002478535771493
"11902_3",0.24407351825658982
"3495_7",0.2721405922473902
"6733_1",0.04996103602224827
"4552_1",0.00792968340917916
"6722_1",0.18885738924784007
"188_10",0.8017100043453261
"5099_10",0.878317133385346
"10313_1",0.19608516407626056
"6756_9",0.7808479563636225
"6622_2",0.07440959495909279
"4807_10",0.9640186143438763
"7173_3",0.3378728418910226
"11321_8",0.6867851952246334
"7909_9",0.33821833395534245
"8012_7",0.17583975224124693
"8615_4",0.15790302986109217
"8117_10",0.822398466359653
"1892_10",0.7406976576753768
"4617_1",0.17261404841215422
"1893_8",0.7976661601218816
"5435_1",0.07061415192610282
"162_3",0.18390207406596698
"6516_10",0.9195418273123441
"11588_7",0.7825157638019676
"2006_1",0.12210278724097848
"1594_4",0.24881564542724294
"1472_1",0.0254830361863934
"3647_1",0.340441536095427
"174_7",0.7514480192718869
"5539_7",0.1560266136214172
"3384_10",0.980037989192881
