id,sentiment
"12311_10",0.9603281021118164
"8348_2",0.11848637461662292
"5828_4",0.9318863749504089
"7186_2",0.28705739974975586
"12128_7",0.8759682178497314
"2913_8",0.7664276957511902
"4396_1",0.09004504233598709
"395_2",0.7219815850257874
"10616_1",0.05694744363427162
"9074_9",0.8661209940910339
"9252_3",0.1378098726272583
"9896_9",0.44522541761398315
"574_4",0.18548595905303955
"11182_8",0.8648431897163391
"11656_4",0.3232010006904602
"2322_4",0.3867787718772888
"8703_1",0.26739904284477234
"7483_1",0.5163470506668091
"6007_10",0.9674873948097229
"12424_4",0.1949608325958252
"4672_1",0.07883094251155853
"10841_3",0.14899951219558716
"8954_7",0.5754713416099548
"7392_1",0.10615032911300659
"10288_8",0.9718172550201416
"5343_4",0.17070472240447998
"4950_1",0.05596020817756653
"9257_4",0.6289717555046082
"8689_3",0.5179218053817749
"4480_2",0.29780471324920654
"9286_10",0.8744001984596252
"12245_10",0.9843908548355103
"7529_7",0.8386320471763611
"4_4",0.1098635122179985
"5299_2",0.45443952083587646
"12077_8",0.9226844906806946
"10701_2",0.10065975785255432
"11579_1",0.12648968398571014
"10993_1",0.2101384997367859
"8913_1",0.08179525285959244
"1350_3",0.42969346046447754
"3804_2",0.0942145586013794
"5025_3",0.5673263669013977
"5170_8",0.4462638795375824
"8225_8",0.4650336503982544
"6427_7",0.9616597294807434
"3165_3",0.2785817086696625
"7902_9",0.8891769051551819
"8208_3",0.05684969946742058
"3577_8",0.6018933653831482
"4865_1",0.05955954268574715
"9063_3",0.3170180320739746
"1106_1",0.47888317704200745
"1117_9",0.9367873072624207
"1050_4",0.9236158728599548
"10755_9",0.8115295171737671
"2729_8",0.9523801207542419
"10072_10",0.733653724193573
"2904_7",0.9216084480285645
"4584_2",0.6487876772880554
"189_4",0.21947833895683289
"6302_4",0.7762718796730042
"8138_9",0.6059297323226929
"1262_1",0.16653411090373993
"2199_10",0.9668019413948059
"6551_7",0.4527069926261902
"8082_7",0.4803682863712311
"4897_8",0.9785926938056946
"7360_1",0.15751497447490692
"11012_10",0.952193021774292
"12046_1",0.21667246520519257
"2331_2",0.5033704042434692
"8961_9",0.9833130240440369
"751_7",0.4524299204349518
"9884_10",0.7864478230476379
"10016_8",0.492797315120697
"8023_10",0.4915972650051117
"2628_1",0.09663226455450058
"5832_1",0.3004319369792938
"7302_1",0.11629140377044678
"4501_3",0.269289493560791
"1121_7",0.603018045425415
"8334_3",0.5901337265968323
"9789_10",0.5202999114990234
"4230_10",0.8657211661338806
"824_4",0.1144251674413681
"6803_9",0.7131918668746948
"3086_7",0.9727300405502319
"1135_8",0.8739633560180664
"10136_1",0.09107079356908798
"11129_3",0.09186068922281265
"2072_8",0.8034197688102722
"9501_7",0.6581612825393677
"319_10",0.8925555944442749
"1693_7",0.9694907665252686
"10886_1",0.1422528177499771
"9406_8",0.933769941329956
"10376_10",0.9019032120704651
"9902_1",0.0911988690495491
"9938_8",0.48641014099121094
"7080_9",0.8384065628051758
"11944_8",0.8882876038551331
"5249_1",0.10434427112340927
"9599_2",0.6630325317382812
"9620_1",0.1594703048467636
"11244_1",0.10271473228931427
"6841_10",0.9877926707267761
"10050_4",0.8722622394561768
"10512_9",0.9597871899604797
"11327_3",0.08002730458974838
"10681_8",0.6901925802230835
"808_3",0.16318176686763763
"546_7",0.6247737407684326
"10765_1",0.11324708163738251
"7189_9",0.7745176553726196
"6005_9",0.8041520118713379
"11915_9",0.9767563343048096
"5740_10",0.9363070726394653
"7097_10",0.25523096323013306
"9573_10",0.7719689011573792
"5084_4",0.6705845594406128
"12332_7",0.23387807607650757
"8154_1",0.05910760536789894
"5610_1",0.3270687758922577
"5323_9",0.7348977327346802
"11034_8",0.7275993824005127
"3977_2",0.4594734311103821
"12380_7",0.6251980066299438
"1737_8",0.597133457660675
"6030_9",0.6075642704963684
"5918_7",0.9683334827423096
"7061_9",0.5823770761489868
"266_8",0.5429838299751282
"1375_10",0.9650834798812866
"8648_3",0.28674250841140747
"10146_10",0.5480389595031738
"4578_10",0.806515097618103
"4685_8",0.906157910823822
"11843_9",0.8071075677871704
"5467_10",0.9860478639602661
"10140_10",0.9419712424278259
"7721_8",0.9249231219291687
"11208_10",0.15124525129795074
"1063_10",0.9504243731498718
"8260_10",0.2801513969898224
"3182_9",0.9472041130065918
"2797_8",0.7368143200874329
"7613_2",0.9883005619049072
"11624_4",0.4229716956615448
"4847_10",0.9761040806770325
"10684_7",0.68671715259552
"6312_1",0.1710365265607834
"4925_3",0.06225024536252022
"4125_1",0.08241371065378189
"2394_10",0.9837184548377991
"12105_10",0.9840205907821655
"7812_1",0.1004263311624527
"1061_8",0.9667370915412903
"9343_3",0.24931597709655762
"7696_10",0.9874502420425415
"9355_10",0.9889744520187378
"782_9",0.9840121269226074
"9882_10",0.9873602986335754
"10642_10",0.9719420075416565
"7410_2",0.10824021697044373
"9591_4",0.09449426829814911
"11902_3",0.3269604444503784
"3495_7",0.152060866355896
"6733_1",0.08092573285102844
"4552_1",0.31581786274909973
"6722_1",0.19758851826190948
"188_10",0.9078016877174377
"5099_10",0.7422488331794739
"10313_1",0.24283556640148163
"6756_9",0.8102182745933533
"6622_2",0.06088944897055626
"4807_10",0.9836394190788269
"7173_3",0.12017791718244553
"11321_8",0.9077960252761841
"7909_9",0.654629111289978
"8012_7",0.24002307653427124
"8615_4",0.2048463672399521
"8117_10",0.9384915232658386
"1892_10",0.9857916831970215
"4617_1",0.529839813709259
"1893_8",0.5190984010696411
"5435_1",0.07430477440357208
"162_3",0.08145122975111008
"6516_10",0.6704158186912537
"11588_7",0.9160552024841309
"2006_1",0.11009698361158371
"1594_4",0.6942866444587708
"1472_1",0.08691802620887756
"3647_1",0.7617744207382202
"174_7",0.9489608407020569
"5539_7",0.2796412408351898
"3384_10",0.9696974158287048
"3811_4",0.2760980427265167
"4079_8",0.5900881290435791
"1179_7",0.7395790219306946
"3069_9",0.9880358576774597
"3769_8",0.961164116859436
"9247_10",0.8707685470581055
"10434_1",0.13017481565475464
"1147_10",0.9150860905647278
"5344_7",0.9726542830467224
"8073_10",0.9629611968994141
"7833_3",0.06017030030488968
"8370_1",0.14217238128185272
"9007_8",0.2622208595275879
"6624_7",0.6967453956604004
"6683_3",0.2111888825893402
"12275_7",0.3786962032318115
"11927_8",0.8708629012107849
"1560_10",0.9687444567680359
"1325_9",0.45089003443717957
"3548_8",0.3280664384365082
"607_1",0.045668743550777435
"6702_7",0.6109443306922913
"5702_3",0.248697429895401
"11345_8",0.8171230554580688
"3428_4",0.5506567358970642
"7209_9",0.9532638192176819
"8425_8",0.8982987999916077
"3087_1",0.19644717872142792
"1119_8",0.9013456702232361
"5715_3",0.47984811663627625
"8645_1",0.21675541996955872
"2149_3",0.06922772526741028
"10403_10",0.7927969098091125
"5628_1",0.3314073383808136
"5570_10",0.9795658588409424
"1613_3",0.8573892116546631
"1454_4",0.9422588348388672
"5094_3",0.1342105269432068
"7982_1",0.13101281225681305
"6894_2",0.507914662361145
"6554_1",0.23750467598438263
"4721_3",0.9602639079093933
"6904_4",0.20190121233463287
"893_8",0.9227771162986755
"4605_4",0.4704012870788574
"11516_7",0.49316224455833435
"11718_7",0.9678470492362976
"5956_1",0.1397085040807724
"7455_9",0.928744912147522
"6396_4",0.9303502440452576
"1223_8",0.9314068555831909
"8556_1",0.19885097444057465
"6108_8",0.9213252067565918
"11690_1",0.056957099586725235
"3778_9",0.7985771894454956
"3627_4",0.3081427216529846
"8256_4",0.12082301080226898
"533_1",0.1291208565235138
"5235_4",0.1813708394765854
"621_2",0.14045843482017517
"5365_1",0.3848540484905243
"8180_3",0.12135282158851624
"7396_7",0.21778634190559387
"9776_10",0.9750001430511475
"8175_10",0.900807797908783
"3128_1",0.16534766554832458
"4606_1",0.14677448570728302
"6158_2",0.06986071169376373
"3281_10",0.6593055129051208
"4723_4",0.18503712117671967
"11994_3",0.3528684973716736
"7701_1",0.05032943934202194
"103_3",0.18377867341041565
"8908_10",0.9791821837425232
"8876_1",0.06385674327611923
"7519_9",0.9627124071121216
"12456_8",0.7311371564865112
"9514_8",0.9010922908782959
"8680_8",0.6359341144561768
"12402_10",0.9131042957305908
"362_2",0.3701929450035095
"9825_7",0.7813562750816345
"2913_3",0.7098953127861023
"7164_8",0.9644801020622253
"11177_7",0.9413888454437256
"5707_10",0.9810489416122437
"8103_10",0.9215705394744873
"6289_1",0.10584857314825058
"11754_1",0.3912918269634247
"11640_10",0.8064708113670349
"9933_7",0.4276241958141327
"185_10",0.933403491973877
"242_10",0.9746607542037964
"9369_8",0.8607043623924255
"7453_10",0.8784012198448181
"7514_7",0.6751061081886292
"10860_2",0.18737506866455078
"8663_8",0.424870103597641
"9108_1",0.14703579246997833
"7941_1",0.18400564789772034
"10116_1",0.09582408517599106
"9841_4",0.7884240746498108
"4512_9",0.9299205541610718
"4853_2",0.2754639983177185
"2664_4",0.516495943069458
"9966_10",0.9571107029914856
"5167_2",0.16006067395210266
"3894_2",0.2590027451515198
"3929_8",0.5848169922828674
"7165_10",0.8451080918312073
"5451_8",0.6287213563919067
"2947_4",0.3814956843852997
"4611_10",0.9413577914237976
"5807_1",0.2684992849826813
"9464_8",0.9727728962898254
"3124_10",0.9505223631858826
"2705_4",0.9290243983268738
"12187_8",0.8111422657966614
